PrepositionFrequency,PronounFrequency,ArticleFrequency,HyperlinkFrequency,BlogwordFrequency,AssentWordFrequency,Polarity,Subjectivity,fmeasure,emoticons,gender
0.1068,0.1004,0.0085,0,0.0171,0.0128,0.0352,0.3266,1.035,0.0021,male
0.1068,0.1408,0.0437,0,0.0049,0.0146,0.0064,0.3977,0.63,0,female
0.1068,0.098,0.0763,0,0,0.0174,0.3008,0.5307,1.15,0,female
0.1068,0.1359,0.0097,0,0,0.0388,0.3511,0.7089,0.535,0.0194,female
0.1068,0.1262,0.068,0,0.0097,0.0291,-0.1508,0.5651,0.59,0.0097,female
0.1068,0.0291,0.068,0,0,0,0.2167,0.634,0.635,0,female
0.1068,0.0812,0.0769,0,0,0.0043,0.2254,0.4389,0.71,0,female
0.1069,0.0314,0.0818,0,0,0.0126,0.0652,0.631,0.845,0,male
0.1069,0.1141,0.0815,0,0.0018,0.0254,0.1884,0.4738,0.995,0,male
0.1069,0.0687,0.0916,0.0153,0,0,0.3245,0.4915,0.74,0,male
0.1069,0.0534,0.084,0,0.0076,0,0.1916,0.5118,0.7,0.0076,male
0.1069,0.1006,0.044,0,0,0.0252,0.2122,0.4244,0.57,0,male
0.1069,0.067,0.0725,0,0,0.0145,0.1215,0.5355,1.465,0.0072,female
0.1069,0.1298,0.0458,0,0.0038,0.0153,-0.0389,0.7261,0.795,0,female
0.1069,0.1347,0.0713,0,0,0.0198,0.031,0.4657,1.07,0,female
0.107,0.0721,0.0611,0,0,0.0131,0.1448,0.4657,0.93,0.0044,male
0.107,0.1152,0.0905,0,0,0.0288,0.0074,0.4804,0.72,0,female
0.107,0.1658,0.0321,0,0,0.0267,0.2988,0.5098,0.6,0,female
0.107,0.1016,0.0963,0,0,0.0321,0.1385,0.5315,0.74,0,female
0.107,0.1395,0.0698,0,0,0.0093,0.2439,0.3994,0.79,0,female
0.1071,0.0402,0.0938,0,0,0.0045,0.2171,0.3123,0.995,0,male
0.1071,0.1071,0.0536,0.0179,0,0.0179,0.0778,0.7083,0.595,0,male
0.1071,0.1331,0.0487,0,0.013,0.026,0.2625,0.4661,0.695,0,male
0.1071,0.0714,0.1071,0.0357,0,0,0,0,0.55,0,male
0.1071,0,0.1786,0.0714,0,0.0357,0.3071,0.5214,0.59,0,male
0.1071,0.0982,0.0714,0,0.0089,0.0179,0.25,0.5026,0.56,0,male
0.1071,0.0429,0.0714,0,0.0071,0,0.1467,0.4356,0.78,0,male
0.1071,0.0357,0.0446,0,0.0045,0.0179,0.1387,0.5016,0.845,0,male
0.1071,0.0571,0.0929,0,0,0.0119,0.1851,0.5549,1.095,0,male
0.1071,0.0992,0.0675,0,0.0079,0.0317,0.2521,0.5424,0.845,0.004,male
0.1071,0.1429,0,0,0,0.0714,0.5,1,0.5,0.0345,male
0.1071,0.0952,0.0595,0,0,0,-0.0829,0.427,0.58,0,male
0.1071,0.1071,0.0357,0,0.0143,0.0143,0.3444,0.4,0.615,0,male
0.1071,0,0.0357,0.0714,0,0.0357,0,0,0.525,0,male
0.1071,0.0571,0.0857,0.0071,0,0.0143,0.1448,0.4427,0.785,0,male
0.1071,0.1071,0,0,0.0357,0,0.3156,0.5167,0.49,0,male
0.1071,0.0357,0.1071,0.0714,0,0,0.1833,0.5,0.57,0,male
0.1071,0.1299,0.0584,0,0.0065,0.0227,0.222,0.5697,0.95,0,male
0.1071,0.0816,0.0893,0,0.0026,0.0077,0.0728,0.5049,1.045,0.0026,male
0.1071,0.0357,0.1071,0,0,0,0.5,0.5,0.55,0,female
0.1071,0.125,0.0714,0,0,0.0179,0.1056,0.4944,0.57,0,female
0.1071,0.1071,0,0,0,0.0714,0.175,0.3583,0.56,0,female
0.1071,0.0714,0.0357,0,0,0,-0.1125,0.3667,0.55,0,female
0.1071,0.125,0.0179,0,0.0357,0,0.2361,0.4056,0.53,0,female
0.1071,0.0119,0.0952,0,0,0,0.0848,0.2741,0.695,0.0119,female
0.1071,0.1429,0.0357,0.0357,0,0,0,0,0.505,0,female
0.1071,0.2143,0,0,0,0.0714,-0.02,0.72,0.47,0.0345,female
0.1071,0.2143,0.0357,0.0357,0,0,0,0,0.505,0,female
0.1071,0.0714,0.0357,0.0357,0,0,0.5,0.5,0.535,0,female
0.1071,0.0714,0.0357,0,0,0.0357,0.0909,0.3333,0.505,0,female
0.1071,0.1429,0.0357,0.0714,0.0357,0,0.2,0.3,0.525,0,female
0.1071,0.1706,0.0317,0,0.004,0.0278,-0.0403,0.6634,0.71,0,female
0.1071,0.0625,0.0268,0,0,0.0357,0.3446,0.6503,0.64,0.0427,female
0.1071,0.1071,0.0714,0,0,0.0089,0.1959,0.5188,0.635,0,female
0.1071,0.1071,0.0536,0,0,0,0.5172,0.583,0.6,0,female
0.1071,0.0714,0.0536,0.0179,0.0089,0.0268,0.0999,0.3689,0.67,0,female
0.1071,0.1071,0,0,0,0.0357,-0.0682,0.5,0.49,0,female
0.1071,0.0714,0.0536,0.0179,0.0089,0.0268,0.0999,0.3689,0.67,0,female
0.1071,0.1071,0.0893,0,0,0,0.125,0.35,0.635,0,female
0.1071,0.1643,0.0393,0,0,0.0214,0.1274,0.4538,0.615,0,female
0.1071,0.0357,0.0357,0.0714,0,0,0.2621,0.7015,0.57,0,female
0.1071,0.119,0.0476,0,0,0.0238,-0.0602,0.7261,0.6,0,female
0.1071,0.0952,0.0357,0,0,0.0179,0.0835,0.6039,0.71,0,female
0.1072,0.0562,0.0404,0,0.0053,0.0105,0.1007,0.5047,0.945,0,male
0.1072,0.1305,0.0769,0,0,0.0047,-0.0877,0.5594,0.855,0.0023,female
0.1072,0.1053,0.039,0,0.0039,0.0097,-0.0155,0.467,0.78,0.0019,female
0.1073,0.209,0.0226,0,0,0.0113,0.1592,0.4526,0.555,0,male
0.1073,0.1186,0.0395,0,0.0056,0.0395,0.0818,0.4932,0.685,0,male
0.1073,0.1186,0.0395,0,0.0056,0.0395,0.0818,0.4932,0.685,0,male
0.1073,0.0843,0.0651,0,0.0307,0.0038,0.0679,0.4128,0.885,0,male
0.1073,0.0734,0.0452,0,0,0.0169,0.3067,0.6564,0.67,0,male
0.1073,0.1525,0.0621,0,0.0056,0.0113,0.2216,0.5399,0.69,0,female
0.1073,0.1415,0.0537,0,0.0049,0.0146,-0.0316,0.5734,0.535,0,female
0.1073,0.0282,0.1073,0,0,0.0113,-0.0437,0.4194,0.94,0,female
0.1074,0.1678,0.0403,0,0,0.0134,0.3553,0.7257,0.615,0.0199,male
0.1074,0.0638,0.057,0.0034,0.0034,0.0034,0.2281,0.5905,1.085,0,male
0.1074,0.0661,0.0826,0,0.0083,0,-0.0922,0.6468,0.68,0,male
0.1074,0.1141,0.0604,0,0.0067,0.0134,0.199,0.4673,0.73,0,female
0.1074,0.1544,0.0134,0,0,0.047,-0.2135,0.5427,0.55,0.0067,female
0.1074,0.0842,0.0653,0,0,0.0168,0.2228,0.382,1.09,0,female
0.1075,0.1505,0.0215,0,0,0.0215,0.1813,0.6081,0.51,0,male
0.1075,0.1505,0.0215,0,0,0.0215,0.1813,0.6081,0.51,0,male
0.1075,0.0968,0.1075,0,0.0108,0.0215,-0.0296,0.3907,0.63,0,male
0.1075,0.1075,0.086,0,0,0.0108,-0.0045,0.3741,0.62,0.0108,male
0.1075,0.0215,0.0968,0,0,0,0.3861,0.5361,0.645,0,male
0.1075,0.1183,0.0968,0.0108,0,0.0108,-0.28,0.3667,0.63,0,male
0.1075,0.0538,0.0645,0.0108,0,0.0108,0.135,0.355,0.675,0,male
0.1075,0.1935,0.0376,0,0.0054,0.0215,0.0122,0.4307,0.55,0,male
0.1075,0.1075,0.0753,0,0.0108,0,0.1944,0.5278,0.655,0,male
0.1075,0.0753,0.086,0.0108,0,0.0108,0.2155,0.6669,0.62,0,male
0.1075,0.0894,0.0698,0,0.0042,0.014,0.0173,0.565,1.26,0,female
0.1075,0.104,0.0647,0,0.0012,0.015,-0.0284,0.5892,1.6,0.0023,female
0.1075,0.1344,0.0484,0,0.0108,0.0269,0.1588,0.4797,0.555,0.0054,female
0.1075,0.0833,0.0636,0,0,0.0175,0.2003,0.4205,1.04,0,female
0.1076,0.0886,0.057,0,0,0.0063,0.0815,0.3102,0.685,0,male
0.1076,0.0886,0.057,0,0,0.0063,0.0815,0.3102,0.685,0,male
0.1076,0.1139,0.0759,0.0063,0,0.0253,0.2165,0.5316,0.665,0,male
0.1076,0.0841,0.1096,0,0.0078,0.0039,0.225,0.3978,1.29,0.0039,male
0.1076,0.0837,0.0956,0,0,0.0159,0.2502,0.4796,0.895,0.004,male
0.1076,0.1297,0.057,0,0,0.0316,0.1277,0.5357,0.86,0,female
0.1076,0.1406,0.0278,0,0,0.0243,0.0525,0.4072,0.645,0,female
0.1076,0.1867,0.0285,0,0,0.0127,0.2224,0.4902,0.52,0,female
0.1076,0.1076,0.038,0,0.0063,0.0127,0.0643,0.372,0.675,0,female
0.1076,0.1076,0.059,0,0.0139,0.0139,0.0337,0.5053,0.845,0,female
0.1076,0.1275,0.0359,0,0,0.0438,0.1131,0.594,0.63,0,female
0.1076,0.117,0.0515,0,0,0.0129,0.078,0.5502,1.19,0,female
0.1076,0.1899,0.0443,0,0,0.0253,0.0019,0.5481,0.5,0,female
0.1077,0.1231,0.0538,0,0,0.0308,0.0719,0.571,0.61,0,male
0.1077,0.1231,0.0538,0,0,0.0308,0.0719,0.571,0.61,0,male
0.1077,0.0564,0.0821,0.0154,0,0,0.1106,0.4957,0.84,0,male
0.1077,0.0923,0.0615,0,0,0.0462,0.1514,0.3667,0.55,0,male
0.1077,0.1385,0.0462,0.0154,0,0.0462,-0.1451,0.3951,0.595,0,male
0.1077,0.0251,0.0546,0.0162,0.0074,0.0015,0.0718,0.5175,1.555,0.0221,male
0.1077,0.1547,0.0525,0,0.0083,0.0138,0.1346,0.4359,0.63,0.0083,male
0.1077,0.1481,0.0303,0,0.0034,0.0135,-0.094,0.4215,0.535,0.0067,female
0.1077,0.0923,0.0538,0,0,0.0385,-0.0321,0.4832,0.6,0,female
0.1077,0.2077,0.0154,0,0.0077,0.0231,0.2308,0.6272,0.475,0,female
0.1077,0.1282,0.0564,0,0,0.0103,0.1083,0.5024,0.625,0,female
0.1077,0.0923,0.0615,0,0,0.0154,0.0565,0.6694,0.795,0,female
0.1077,0.0923,0.0615,0,0,0.0154,0.0565,0.6694,0.795,0,female
0.1077,0.0923,0.0615,0,0,0.0154,0.0565,0.6694,0.795,0,female
0.1077,0.0923,0.0615,0,0,0.0154,0.0565,0.6694,0.795,0,female
0.1077,0.0615,0.1231,0.0154,0,0.0154,-0.2694,0.6556,0.61,0,female
0.1078,0.1041,0.1004,0,0,0.0037,0.0892,0.4955,0.735,0,male
0.1078,0.1176,0.0196,0,0.0196,0,0.1,0.6,0.615,0,male
0.1078,0.1225,0.0686,0,0,0.0245,-0.0273,0.5488,0.665,0,male
0.1078,0.1617,0.0599,0,0,0.0359,0.3575,0.5559,0.545,0,female
0.1078,0.1142,0.0409,0,0.0108,0.0151,0.1397,0.532,0.82,0,female
0.1078,0.1176,0.0588,0,0.0392,0.0098,0.2132,0.4661,0.61,0,female
0.1078,0.0784,0.0784,0,0,0,-1,1,0.715,0,female
0.1078,0.1373,0.0882,0.0098,0,0.0098,0.188,0.6902,0.595,0,female
0.1078,0.1275,0.0882,0,0.0098,0,0.025,0.555,0.62,0,female
0.1079,0.0913,0.0913,0,0.0041,0.0124,0.2493,0.6096,0.725,0,male
0.1079,0.0719,0.1223,0,0,0,0.5115,0.6736,0.77,0,female
0.1079,0.2374,0.0719,0,0,0.0216,0.1453,0.5976,0.445,0,female
0.1079,0.0755,0.1202,0,0,0.0062,0.0595,0.3533,1.61,0.0015,female
0.1079,0.0857,0.0603,0,0,0.0127,0.2068,0.4783,0.915,0,female
0.108,0.16,0.052,0,0.008,0.018,0.1214,0.5582,0.69,0,male
0.108,0.16,0.052,0,0.008,0.018,0.1214,0.5582,0.69,0,male
0.108,0.108,0.0455,0,0,0.0057,0.115,0.4974,0.895,0,male
0.108,0.1264,0.0414,0.0138,0,0.0161,0.1731,0.634,0.89,0,male
0.108,0.1136,0.0966,0,0,0.0057,0.2348,0.527,0.73,0,male
0.108,0.1671,0.0411,0,0.0051,0.0283,0.0767,0.5288,0.795,0,female
0.108,0.1045,0.0627,0,0.007,0.0035,0.2435,0.6071,0.865,0.0035,female
0.108,0.0455,0.0739,0.0227,0,0.0057,0.1157,0.4137,0.845,0,female
0.108,0.1136,0.0398,0,0.0114,0.0114,0.0607,0.4869,0.725,0.0056,female
0.1081,0.1622,0.0541,0,0,0,-0.1333,0.9,0.535,0,male
0.1081,0.0541,0.1081,0.027,0,0,0.6,0.9,0.59,0,male
0.1081,0.0676,0.0405,0,0.0676,0.0405,0.3225,0.835,0.565,0,male
0.1081,0.1351,0.0811,0,0,0.0135,-0.3889,0.8333,0.6,0,male
0.1081,0.1351,0.0811,0.027,0,0,0.2667,0.65,0.54,0,male
0.1081,0.1081,0.0541,0.027,0,0.0541,-0.5,0.9,0.57,0,male
0.1081,0.0405,0.0811,0.0135,0,0,0.0095,0.3619,0.605,0,male
0.1081,0.1243,0.0595,0,0.0108,0.0108,0.1006,0.4589,0.655,0,male
0.1081,0.027,0,0,0.0135,0.0135,0.2615,0.3389,0.735,0,male
0.1081,0.1014,0.0405,0,0,0.027,0.0125,0.2969,0.575,0,male
0.1081,0.1243,0.0595,0,0.0108,0.0108,0.1006,0.4589,0.655,0,male
0.1081,0.027,0,0,0.0135,0.0135,0.2615,0.3389,0.735,0,male
0.1081,0.0811,0.0811,0.0541,0,0,0.5,0.5417,0.595,0,male
0.1081,0.139,0.0656,0,0,0.0193,0.2548,0.534,0.705,0,male
0.1081,0.1236,0.0502,0,0,0.0116,0.0028,0.6298,0.67,0,male
0.1081,0.1081,0.0541,0,0.027,0,0.2552,0.4667,0.545,0,male
0.1081,0.1486,0.0135,0,0,0.0135,0.1227,0.6764,0.53,0,male
0.1081,0.0811,0,0,0.009,0.009,0.1364,0.4192,0.695,0.009,male
0.1081,0.1622,0.0541,0,0.027,0.027,0.0952,0.6786,0.51,0,female
0.1081,0.1712,0.045,0.018,0.018,0.009,0.2885,0.5778,0.625,0,female
0.1081,0.0946,0.0405,0,0.0135,0.0135,-0.2458,0.6167,0.525,0,female
0.1081,0.1712,0.0811,0,0,0.018,-0.0819,0.3875,0.545,0,female
0.1081,0.1351,0.027,0,0.1622,0.027,-0.2,0.645,0.54,0.0541,female
0.1081,0.0751,0.0871,0.024,0,0.021,0.1276,0.3985,1.005,0.003,female
0.1081,0.0811,0.0721,0,0,0.027,-0.0156,0.2927,0.625,0,female
0.1082,0.1082,0.0567,0,0,0.0155,0.0682,0.4302,0.895,0,male
0.1082,0.1067,0.0503,0,0.0015,0.0213,0.0404,0.4459,1.065,0,male
0.1082,0.1022,0.0541,0,0,0.016,0.0113,0.5932,1.01,0,male
0.1082,0.1426,0.0443,0,0,0.0246,0.0584,0.5759,1.065,0,male
0.1082,0.1279,0.0557,0,0,0.023,0.0391,0.5661,0.77,0.0033,female
0.1082,0.1583,0.0521,0,0.006,0.0401,0.0737,0.5512,0.67,0,female
0.1082,0.1947,0.0288,0,0,0.0312,0.0618,0.5072,0.615,0,female
0.1082,0.153,0.0237,0,0,0.0158,0.1002,0.5063,0.485,0,female
0.1083,0.0917,0.0583,0,0,0.0167,-0.0072,0.5968,0.665,0,male
0.1083,0.0917,0.0583,0,0,0.0167,-0.0072,0.5968,0.665,0,male
0.1083,0.1401,0.051,0.0064,0,0.0127,0.0424,0.5596,0.625,0,male
0.1083,0.1146,0.0796,0,0,0.0318,0.0878,0.4203,0.835,0,female
0.1083,0.2419,0.0108,0,0,0.0289,0.3079,0.5373,0.39,0,female
0.1083,0.2125,0.0208,0,0,0.0292,0.0688,0.4921,0.485,0,female
0.1083,0.1833,0.0583,0,0.0042,0.0417,-0.1231,0.5846,0.65,0,female
0.1083,0.1019,0.0127,0,0.0382,0.051,0.1273,0.466,0.635,0,female
0.1083,0.1567,0.0586,0,0.0013,0.0166,0.2046,0.4607,1.21,0,female
0.1084,0.0843,0.0783,0,0.006,0.0422,0.232,0.525,0.62,0,male
0.1084,0.0843,0.0783,0,0.006,0.0422,0.232,0.525,0.62,0,male
0.1084,0.0934,0.0723,0,0,0.0151,0.0172,0.4903,0.805,0,male
0.1084,0.1724,0.0394,0,0.0049,0.0246,0.0556,0.3743,0.525,0.0049,male
0.1084,0.1205,0.0663,0,0,0.0181,0.0366,0.4263,0.62,0.006,male
0.1084,0.1476,0.0482,0,0,0.0181,0.038,0.3608,0.68,0,male
0.1084,0.0602,0.0663,0.012,0,0.012,0.034,0.5312,0.685,0,male
0.1084,0.1158,0.0813,0,0,0.0148,0.1175,0.469,1.41,0,female
0.1084,0.0964,0.0482,0,0,0.0241,0.3444,0.6781,0.61,0,female
0.1084,0.1566,0.0482,0,0.012,0,0.2035,0.409,0.525,0.0241,female
0.1084,0.1205,0.012,0,0,0.0321,0.1458,0.4323,0.495,0,female
0.1084,0.1331,0.0681,0,0,0.0279,0.2751,0.5811,0.77,0,female
0.1084,0.0904,0.0482,0,0,0.0241,0.1153,0.2389,0.655,0,female
0.1084,0.1349,0.0771,0,0,0.0193,0.2026,0.4825,0.945,0,female
0.1084,0.0723,0.0643,0,0,0.004,0.1613,0.5005,0.87,0,female
0.1085,0.093,0.0775,0,0,0,0.0964,0.4536,0.69,0,male
0.1085,0.1792,0.0189,0,0,0.0189,0.1513,0.4648,0.595,0,male
0.1085,0.1066,0.05,0,0.0066,0.0198,0.1241,0.5254,1.625,0.0009,male
0.1085,0.1509,0.1038,0,0,0.0094,-0.0764,0.5285,0.72,0,female
0.1085,0.1085,0.0388,0,0,0.031,0.1124,0.4626,0.59,0,female
0.1085,0.1395,0.0465,0,0,0.0155,0.1636,0.594,0.615,0,female
0.1086,0.0831,0.0575,0.0032,0,0.0096,0.1469,0.4184,0.75,0,male
0.1086,0.0831,0.0575,0.0032,0,0.0096,0.1469,0.4184,0.75,0,male
0.1086,0.1556,0.0543,0,0.0074,0.0099,0.1697,0.4876,0.81,0,male
0.1086,0.081,0.094,0,0,0.0081,-0.0841,0.4737,1.42,0,male
0.1086,0.1543,0.0343,0,0.0114,0.0343,0.1606,0.5595,0.565,0,female
0.1086,0.0971,0.0571,0,0.0114,0,0.088,0.605,0.755,0,female
0.1087,0.0827,0.1017,0,0,0.0047,0.183,0.3747,1.22,0.0047,male
0.1087,0.0827,0.1017,0,0,0.0047,0.183,0.3747,1.22,0.0047,male
0.1087,0.1377,0.087,0,0,0,0.3,0.6854,0.65,0,male
0.1087,0.1087,0.0725,0,0.0145,0.0145,0.2562,0.3812,0.58,0,male
0.1087,0.087,0.087,0.0435,0.0217,0,-0.1556,0.2889,0.56,0,male
0.1087,0.1522,0.0217,0,0.0217,0.0435,0.25,0.2833,0.515,0,male
0.1087,0.1291,0.0535,0,0.0063,0.0142,0.1189,0.3815,0.985,0.0016,male
0.1087,0.0652,0.0761,0.0217,0,0,0.265,0.5784,0.66,0,male
0.1087,0.1304,0.0217,0,0,0,0.5333,0.6917,0.545,0,male
0.1087,0.1522,0,0,0.0652,0.0435,0,0,0.515,0,male
0.1087,0.1087,0.0652,0,0.0217,0,0.1778,0.3222,0.55,0.0217,male
0.1087,0,0.0217,0.1304,0,0.0217,-0.2667,0.6667,0.605,0,male
0.1087,0.0652,0.0435,0,0.0217,0,0.1775,0.4375,0.555,0,male
0.1087,0.0435,0.0826,0,0,0.0043,0.2323,0.4634,0.93,0,male
0.1087,0.0898,0.0759,0,0.0101,0.0126,0.0872,0.3466,1.475,0,female
0.1087,0.1196,0.0217,0,0.0326,0.0217,-0.1425,0.5491,0.48,0,female
0.1087,0.1087,0.0652,0,0,0,-0.125,0.5333,0.58,0,female
0.1087,0.0435,0.0652,0,0,0,0.2625,0.525,0.57,0,female
0.1087,0.1739,0.0435,0,0.0163,0.038,-0.1262,0.597,0.545,0.0162,female
0.1088,0.1046,0.0209,0,0.0167,0.0293,-0.0135,0.4522,0.885,0.0042,male
0.1088,0.1046,0.0209,0,0.0167,0.0293,-0.0135,0.4522,0.885,0.0042,male
0.1088,0.102,0.0204,0,0.0068,0.0544,0.185,0.5344,0.66,0.0068,female
0.1088,0.0612,0.0748,0,0.0068,0.0204,0.1331,0.5358,0.7,0,female
0.1089,0.0693,0.0495,0,0,0.0297,0.0667,0.4139,0.625,0,male
0.1089,0.0693,0.0495,0,0,0.0297,0.0667,0.4139,0.625,0,male
0.1089,0.1215,0.0835,0,0.0025,0.0152,-0.0053,0.4662,0.835,0.0025,male
0.1089,0.1198,0.0309,0,0,0.0236,0.074,0.5192,0.905,0,male
0.1089,0.1881,0.0297,0,0,0.0198,0.5,0.6271,0.59,0,male
0.1089,0.0495,0.1188,0.0099,0,0.0099,-0.0211,0.4699,0.735,0,male
0.1089,0.0099,0.0594,0.0099,0,0.0198,0.0599,0.3308,0.73,0,male
0.1089,0.0739,0.07,0.0078,0,0.0078,0.184,0.6219,0.925,0,female
0.1089,0.0779,0.0649,0,0.001,0.016,0.1381,0.4781,1.805,0,female
0.1089,0.1591,0.0335,0,0.005,0.0168,0.1037,0.459,0.715,0,female
0.1089,0.0594,0.0396,0,0,0.0099,0.2269,0.5735,0.625,0,female
0.1089,0.1152,0.045,0,0,0.0366,0.2966,0.6122,1.305,0,female
0.1089,0.0891,0.0743,0,0,0.0149,0.1459,0.5639,0.77,0.0099,female
0.109,0.0833,0.1346,0.0064,0,0.0128,0.1189,0.5793,0.77,0,male
0.109,0.109,0.0962,0,0,0.0256,0.2603,0.4414,0.715,0,male
0.109,0.0833,0.0769,0,0,0.0321,0.0762,0.3985,0.72,0,male
0.109,0.1308,0.0623,0,0.0016,0.0202,-0.0453,0.5065,1.08,0,male
0.109,0.0688,0.0822,0,0.0019,0.0153,-0.0745,0.4612,1.275,0,male
0.109,0.094,0.0564,0,0.0075,0.0188,0.1407,0.425,0.785,0,male
0.109,0.128,0.0664,0,0.0095,0.0237,0.0843,0.5127,0.655,0,female
0.109,0.1374,0.0474,0,0.0095,0.0047,0.3508,0.5393,0.685,0,female
0.1091,0.1091,0.0909,0.0182,0,0,0.0833,0.75,0.565,0,male
0.1091,0.1091,0.0909,0.0182,0,0,0.0833,0.75,0.565,0,male
0.1091,0.1091,0.0545,0,0,0,0.0917,0.3529,0.605,0,male
0.1091,0.1091,0.0545,0,0,0,0.0917,0.3529,0.605,0,male
0.1091,0.0727,0.0818,0,0,0.0273,-0.0917,0.5153,0.655,0,male
0.1091,0.1364,0.0864,0,0.0091,0.0227,0.2097,0.5975,0.65,0,male
0.1091,0.1072,0.0499,0,0.0129,0.0129,0.0882,0.3239,1.075,0,male
0.1091,0.0727,0.0455,0,0.0182,0.0182,-0.2167,0.6551,0.575,0,male
0.1091,0.1,0.0545,0,0.0091,0.0182,0.0273,0.4185,0.68,0,male
0.1091,0.0455,0.1364,0.0091,0,0,0.0574,0.2315,0.745,0,male
0.1091,0.1,0.0727,0.0273,0,0.0091,0.1925,0.5708,0.585,0,male
0.1091,0.1364,0.0455,0,0,0.0273,0.1719,0.4455,0.61,0,male
0.1091,0.1273,0.0545,0,0,0,-0.2758,0.5556,0.58,0,male
0.1091,0.1273,0.0182,0,0,0.0182,-0.1133,0.64,0.535,0,male
0.1091,0.1636,0.0364,0,0,0,-0.1533,0.355,0.52,0,female
0.1091,0.0364,0.0364,0,0.0364,0,0.135,0.62,0.64,0,female
0.1091,0.1273,0.0364,0,0.0182,0.0182,0.45,0.46,0.555,0,female
0.1091,0.1091,0.0802,0.0082,0,0.0041,0.1277,0.5285,1.13,0.0082,female
0.1091,0.0457,0.066,0,0.0025,0.0051,0.1514,0.6252,1.025,0,female
0.1091,0.1127,0.0509,0,0.0073,0.0182,-0.1434,0.5576,0.63,0,female
0.1091,0.1136,0.0727,0,0,0.0136,-0.0248,0.4629,0.72,0,female
0.1091,0.1481,0.035,0,0.0165,0.0267,0.1489,0.5862,0.62,0,female
0.1091,0.0909,0.0364,0,0,0.0182,0.1167,0.3167,0.56,0,female
0.1092,0.1429,0.0462,0,0.0042,0.0168,-0.059,0.4237,0.675,0,male
0.1092,0.1092,0.054,0.0011,0.0011,0.0195,0.1517,0.4851,1.41,0,male
0.1092,0.1723,0.0168,0,0.0042,0.0336,0.1104,0.531,0.545,0,male
0.1092,0.0915,0.0599,0.0246,0,0.0106,-0.0522,0.6412,0.905,0,male
0.1092,0.179,0.048,0,0.0044,0.0175,0.1534,0.5239,0.665,0,male
0.1092,0.1494,0.0575,0,0.0115,0.0172,0.1547,0.5,0.535,0.0057,female
0.1092,0.0504,0.0924,0.0084,0,0.0252,0.02,0.11,0.685,0,female
0.1093,0.1481,0.0387,0,0,0.0182,0.1136,0.4626,0.755,0,male
0.1093,0.0933,0.072,0,0,0.0267,0.1238,0.5923,0.985,0,female
0.1094,0.0898,0.082,0.0078,0,0.0234,0.0085,0.5419,0.795,0,male
0.1094,0.0625,0.0312,0.0156,0,0.0156,-0.22,0.4383,0.64,0,male
0.1094,0.0625,0.1094,0.0156,0,0.0156,0.0143,0.2167,0.605,0,male
0.1094,0.0547,0.0469,0.0078,0.0078,0.0234,0.0673,0.2759,0.68,0,male
0.1094,0.0312,0.0625,0.0156,0,0,-0.34,0.68,0.64,0,male
0.1094,0.0391,0.0859,0.0234,0.0156,0,0.4577,0.6128,0.715,0,male
0.1094,0.125,0.0781,0.0156,0,0.0312,0.08,0.2983,0.58,0,male
0.1094,0.0781,0.0781,0.0156,0,0,0.1598,0.4609,0.57,0,female
0.1094,0.1615,0.0625,0,0,0.0208,0.1309,0.4337,0.535,0,female
0.1094,0.1269,0.0153,0,0.0241,0.0131,0.2727,0.5513,0.765,0.0022,female
0.1094,0.0938,0.0625,0,0,0.0156,0.3135,0.3556,0.605,0,female
0.1094,0.0156,0.0469,0.0156,0,0,-0.26,0.6133,0.63,0,female
0.1095,0.0893,0.0576,0,0,0.0173,0.1539,0.5662,0.91,0.0058,male
0.1095,0.0893,0.0576,0,0,0.0173,0.1539,0.5662,0.91,0.0058,male
0.1095,0.119,0.0619,0,0.0095,0.019,-0.0075,0.584,0.82,0.0048,male
0.1095,0.0848,0.0848,0.0212,0,0.0212,0.1053,0.3724,1.01,0,male
0.1095,0.0985,0.0511,0,0,0.0073,0.0168,0.4311,0.805,0,male
0.1095,0.1674,0.0423,0,0,0.0203,0.0026,0.4867,0.63,0,female
0.1095,0.146,0.0876,0,0.0073,0,0.2469,0.4375,0.62,0,female
0.1096,0.1096,0.0411,0,0,0.0274,0.0716,0.4953,0.665,0.0046,male
0.1096,0.1096,0.0466,0,0,0.0137,0.1808,0.5157,0.855,0.0027,female
0.1096,0.1096,0.089,0,0,0,0.3249,0.5805,0.705,0,female
0.1096,0.1053,0.0614,0.057,0,0.0044,0.1598,0.5853,0.875,0,female
0.1096,0.0548,0.0959,0.0137,0,0,0.064,0.4464,0.59,0,female
0.1096,0.1202,0.0694,0,0.0002,0.0142,0.0443,0.4328,6.815,0,female
0.1096,0.0822,0.0685,0,0,0.0274,0.1922,0.3792,0.555,0,female
0.1096,0.0822,0.0685,0,0,0.0274,0.1922,0.3792,0.555,0,female
0.1096,0.1839,0.0476,0,0.0033,0.0189,0.1398,0.5596,1.675,0.0009,female
0.1096,0.0959,0.1096,0,0.0137,0,0.2538,0.54,0.595,0,female
0.1096,0.0959,0.0411,0,0,0.0137,-0.1396,0.4954,0.615,0,female
0.1096,0.1507,0.0411,0,0,0,-0.375,0.6875,0.55,0,female
0.1096,0.0548,0.0822,0.0137,0.0137,0,0.055,0.3017,0.62,0,female
0.1097,0.1111,0.0398,0,0.0041,0.0082,0.0587,0.5153,1.355,0,female
